# M5 趋化子图（P4 结构基础：M4 20 角色 + 全连接组上下文连接；Cook 2019）
"# 列：role, neuron_class, neurotransmitter, synapse_from, synapse_to, synapse_type, g_max_ns, delay_ms, note"
"role,neuron_class,neurotransmitter,synapse_from,synapse_to,synapse_type,g_max_ns,delay_ms,note"
ADAL,inter,glut,,,,,,subgraph node
ADAR,inter,glut,,,,,,subgraph node
ADEL,sensory,dopamine,,,,,,subgraph node
ADER,sensory,dopamine,,,,,,subgraph node
ADFL,sensory,serotonin,,,,,,subgraph node
ADFR,sensory,serotonin,,,,,,subgraph node
ADLL,sensory,other,,,,,,subgraph node
ADLR,sensory,other,,,,,,subgraph node
AFDL,sensory,glut,,,,,,subgraph node
AFDR,sensory,glut,,,,,,subgraph node
AIAL,inter,ach,,,,,,subgraph node
AIAR,inter,ach,,,,,,subgraph node
AIBL,inter,glut,,,,,,subgraph node
AIBR,inter,other,,,,,,subgraph node
AIMR,inter,glut,,,,,,subgraph node
AINL,inter,ach,,,,,,subgraph node
AINR,inter,ach,,,,,,subgraph node
AIYL,inter,ach,,,,,,subgraph node
AIYR,inter,ach,,,,,,subgraph node
AIZL,inter,glut,,,,,,subgraph node
AIZR,inter,glut,,,,,,subgraph node
ALA,inter,other,,,,,,subgraph node
ALMR,sensory,glut,,,,,,subgraph node
ALNL,sensory,ach,,,,,,subgraph node
ALNR,sensory,ach,,,,,,subgraph node
AQR,sensory,glut,,,,,,subgraph node
AS1,motor,ach,,,,,,subgraph node
AS10,motor,ach,,,,,,subgraph node
AS11,motor,ach,,,,,,subgraph node
AS2,motor,ach,,,,,,subgraph node
AS3,motor,ach,,,,,,subgraph node
AS4,motor,ach,,,,,,subgraph node
AS5,motor,ach,,,,,,subgraph node
AS6,motor,ach,,,,,,subgraph node
AS7,motor,ach,,,,,,subgraph node
AS8,motor,ach,,,,,,subgraph node
AS9,motor,ach,,,,,,subgraph node
ASEL,sensory,glut,,,,,,subgraph node
ASER,sensory,glut,,,,,,subgraph node
ASGL,sensory,glut,,,,,,subgraph node
ASGR,sensory,glut,,,,,,subgraph node
ASHL,sensory,glut,,,,,,subgraph node
ASHR,sensory,glut,,,,,,subgraph node
ASIL,sensory,other,,,,,,subgraph node
ASIR,sensory,other,,,,,,subgraph node
ASJL,sensory,other,,,,,,subgraph node
ASKL,sensory,glut,,,,,,subgraph node
ASKR,sensory,glut,,,,,,subgraph node
AUAL,inter,glut,,,,,,subgraph node
AUAR,inter,glut,,,,,,subgraph node
AVAL,inter,glut,,,,,,subgraph node
AVAR,inter,glut,,,,,,subgraph node
AVBL,inter,ach,,,,,,subgraph node
AVBR,inter,ach,,,,,,subgraph node
AVDL,inter,glut,,,,,,subgraph node
AVDR,inter,glut,,,,,,subgraph node
AVEL,inter,other,,,,,,subgraph node
AVER,inter,other,,,,,,subgraph node
AVFL,inter,other,,,,,,subgraph node
AVFR,inter,other,,,,,,subgraph node
AVG,inter,other,,,,,,subgraph node
AVHL,inter,other,,,,,,subgraph node
AVHR,inter,other,,,,,,subgraph node
AVJL,inter,other,,,,,,subgraph node
AVJR,inter,other,,,,,,subgraph node
AVKL,inter,other,,,,,,subgraph node
AVKR,inter,other,,,,,,subgraph node
AVL,inter,gaba,,,,,,subgraph node
AVM,inter,glut,,,,,,subgraph node
AWAL,sensory,other,,,,,,subgraph node
AWAR,sensory,other,,,,,,subgraph node
AWBL,sensory,other,,,,,,subgraph node
AWBR,sensory,other,,,,,,subgraph node
AWCL,sensory,glut,,,,,,subgraph node
AWCR,sensory,glut,,,,,,subgraph node
BAGL,sensory,glut,,,,,,subgraph node
BAGR,sensory,glut,,,,,,subgraph node
BDUR,inter,other,,,,,,subgraph node
CEPDL,sensory,dopamine,,,,,,subgraph node
CEPVL,sensory,dopamine,,,,,,subgraph node
CEPVR,sensory,dopamine,,,,,,subgraph node
DA1,motor,ach,,,,,,subgraph node
DA2,motor,ach,,,,,,subgraph node
DA3,motor,ach,,,,,,subgraph node
DA4,motor,ach,,,,,,subgraph node
DA5,motor,ach,,,,,,subgraph node
DA6,motor,ach,,,,,,subgraph node
DA7,motor,ach,,,,,,subgraph node
DA8,motor,ach,,,,,,subgraph node
DA9,motor,ach,,,,,,subgraph node
DB1,motor,ach,,,,,,subgraph node
DB2,motor,ach,,,,,,subgraph node
DB3,motor,ach,,,,,,subgraph node
